title,link,word_count,date,author,comments_count,notes
How I Stopped Chasing Happiness and Started Enjoying My Imperfect Life,https://tinybuddha.com/blog/stopped-chasing-happiness-started-enjoying-imperfect-life/,1614,,Mai Pham,58,
10 Powerful Quotes on Overcoming Adversity (and a Book Giveaway),https://tinybuddha.com/blog/10-powerful-quotes-overcoming-adversity-book-giveaway/,1627,,Lori Deschene,174,
How to Keep Going When Your Dream Seems Far Off,https://tinybuddha.com/blog/how-to-keep-going-when-your-dream-seems-far-off/,1685,,Claire O'Connor,59,
"Why Anger Isn't ""Bad"" and How I Learned to Hear Its Hidden Message",https://tinybuddha.com/blog/why-anger-isnt-bad-learned-hear-hidden-message/,1390,,Meredith Walters,13,
The Simplest Way to Make More Time for What Matters,https://tinybuddha.com/blog/the-simplest-way-to-make-more-time-for-what-matters/,1115,,Elena Sonnino,1,
What to Say (and Not to Say) to Someone Who's Grieving,https://tinybuddha.com/blog/what-to-say-not-to-say-someone-whose-grieving/,869,,Linda Carroll,8,
The Introvert's Hate/Hate Relationship With Spontaneity,https://tinybuddha.com/blog/the-introverts-hatehate-relationship-with-spontaneity/,1327,,Steve Waller,73,
"Introducing Buddha Groove: Meditation, Yoga, and Inspirational Gifts",https://tinybuddha.com/blog/introducing-buddha-groove-meditation-yoga-and-inspirational-gifts/,346,,Lori Deschene,3,
"If Your Life Story Depresses You or Holds You Back, Change It",https://tinybuddha.com/blog/if-your-life-story-depresses-you-or-holds-you-back-change-it/,967,,Kelly Pietrangeli,18,
There Are Some People You Just Can't Help,https://tinybuddha.com/blog/there-are-some-people-you-just-cant-help/,1120,,Anya Light,28,
Highs and Lows Are Part of Growth and It All Makes Us Stronger,https://tinybuddha.com/blog/healing-is-not-linear-highs-and-lows-are-part-of-the-process/,1467,,Lauren Madden,13,
How to Enjoy the Holidays When Grieving the Loss of a Loved One,https://tinybuddha.com/blog/how-to-enjoy-the-holidays-when-grieving-the-loss-of-a-loved-one/,2035,,Dr. Patrick O'Malley,3,
How Surfing Helped Me Turn Fear and Anxiety into Confidence,https://tinybuddha.com/blog/how-surfing-helped-me-turn-fear-and-anxiety-into-confidence/,1820,,Marigny Goodyear,12,
Cultivating Beginner's Mind: Adventure Lies Outside Your Comfort Zone,https://tinybuddha.com/blog/cultivating-beginners-adventure-lies-outisde-comfort-zone/,1067,,Amaya Pryce,11,
Put Down Your Phone: Why Presence Is the Best Gift You'll Ever Give,https://tinybuddha.com/blog/put-down-phone-presence-best-gift/,1142,,Will Aylward,10,
20 Inspiring Gratitude Quotes and Tiny Buddha's Gratitude Journal Giveaway,https://tinybuddha.com/blog/20-inspiring-gratitude-quotes-tiny-buddhas-gratitude-journal-giveaway/,421,,Lori Deschene,235,
Sometimes People Don't Say Sorry—Why It Pays to Forgive Nonetheless,https://tinybuddha.com/blog/sometimes-people-dont-say-sorry-why-it-pays-to-forgive-nonetheless/,2054,,Antasha Durbin,19,
"I Will Not Be Put in a Box: I Am Not What I Do, Own, Think, or Feel",https://tinybuddha.com/blog/i-will-not-be-put-in-a-box-i-am-not-what-i-do-own-think-or-feel/,1288,,Sara Fabian,5,
Train Your Mind: Overcoming Negative Thoughts Is Half the Battle,https://tinybuddha.com/blog/train-your-mind-overcoming-negative-thoughts-is-half-the-battle/,1641,,Sarah Goodman,19,
Don't Lose Sight of the Big Picture: Spend Time with People You Truly Enjoy,https://tinybuddha.com/blog/dont-lose-sight-of-the-big-picture-spend-time-with-people-you-truly-enjoy/,1456,,Rob Riker,18,
3 Tools That Can Help You Calm Your Mind and Let Go of Anxiety,https://tinybuddha.com/blog/3-tools-that-can-help-you-calm-your-mind-and-let-go-of-anxiety/,1852,,Joanna Ciolek,13,
"We All Make Mistakes, So Let's Try to Remember the Good",https://tinybuddha.com/blog/we-all-make-mistakes-so-lets-try-to-remember-the-good/,1033,,Jennifer Gregory,9,
Why We Often React in Ways We Regret (and How to Stop),https://tinybuddha.com/blog/why-we-often-react-in-ways-we-regret-and-how-to-stop/,1208,,Martha Hamilton,2,
Seeing Rejection As Redirection: What We Gain When We Lose,https://tinybuddha.com/blog/seeing-rejection-as-redirection-what-we-gain-when-we-lose/,1726,,Lauren Golombek,8,
Leave the Past in the Past: What Matters Most Is Who You Are Now,https://tinybuddha.com/blog/leave-the-past-in-the-past-what-matters-most-is-who-you-are-now/,1336,,Kerry Campbell,3,
"Limited Edition Tiny Buddha ""Be the Change"" Shirts",https://tinybuddha.com/blog/limited-edition-tiny-buddha-change-shirts/,177,,Lori Deschene,2,
How Creativity Heals Us and Why It's a Gift to the World,https://tinybuddha.com/blog/how-creativity-heals-us-and-why-its-a-gift-to-the-world/,1065,,Jeff Leisawitz,14,
Making the Hurt Visible: How I Stopped Hating the Man and Learned to Listen to Myself,https://tinybuddha.com/blog/making-hurt-visible-healed-from-abuse-learned-listen-to-myself/,2437,,Dr. Lisa Klieger,0,
"Why I Was Addicted to Attention, Lies, and Drama",https://tinybuddha.com/blog/addicted-attention-lies-and-drama/,970,,Vironika Tugaleva,16,
6 Things My Heroes Taught Me About Overcoming Hard Times,https://tinybuddha.com/blog/6-things-my-heroes-taught-me-about-overcoming-hard-times/,1727,,Kristin Rupert,12,
"If You Always Date People Who Aren't Good for You, Read On",https://tinybuddha.com/blog/date-people-who-arent-good-for-you/,1391,,Renée Suzanne,9,
How to Connect with Yourself in a World Designed to Distract You,https://tinybuddha.com/blog/connect-with-yourself-in-a-world-designed-to-distract-you/,2432,,Amit Pagedar,16,
Why Failed Relationships Aren't Actually Failures: 5 Lessons on Love That Doesn't Last,https://tinybuddha.com/blog/failed-relationships-arent-actually-failures-5-lesons-love-doesnt-last/,1126,,Melissa Pennel,20,
Why People-Pleasers Don't Get the Love and Respect They Desire,https://tinybuddha.com/blog/why-people-pleasers-dont-get-the-love-and-respect-they-desire/,1554,,Ilene S. Cohen,240,
7 Things You Need to Know to Live Your Best Life and Make a Better World,https://tinybuddha.com/blog/7-things-need-know-live-best-life-make-better-world/,1499,,Maria Stenvinkel,18,
4 Simple Techniques to Erase Subconscious Negativity,https://tinybuddha.com/blog/4-simple-techniques-to-erase-subconscious-negativity/,2133,,Mukesh Mani,12,
20 Reminders That May Comfort You When You Feel Anxious,https://tinybuddha.com/blog/20-things-to-remember-when-you-feel-anxious/,1644,,Lori Deschene,12,
What I've Realized Since Being Cheated On,https://tinybuddha.com/blog/what-ive-realized-since-being-cheated-on/,2313,,Chris Schurke,29,
"Why Self-Love Means Never Having to Say ""You Complete Me""",https://tinybuddha.com/blog/why-loving-yourself-means-never-saying-you-complete-me/,1257,,Joshua Kauffman,23,
If Only I Knew My Worth…,https://tinybuddha.com/blog/if-only-i-knew-my-worth/,996,,Sara Fabian,25,
Tiny Buddha's Guide to Loving Yourself On Sale for 99 Cents,https://tinybuddha.com/blog/tiny-buddhas-guide-loving-sale-99-cents/,256,,Lori Deschene,2,
Why I Believe That Feeling Offended Is a Choice,https://tinybuddha.com/blog/why-feeling-offended-is-a-choice/,1183,,Jacky Exton,4,
20 Things You Don't Have to Apologize For,https://tinybuddha.com/blog/20-things-you-dont-have-to-apologize-for/,812,,Lori Deschene,14,
How to Cope with a Toxic and Estranged Family Relationship,https://tinybuddha.com/blog/how-to-cope-with-a-toxic-family-relationship/,1571,,Anonymous,10,
Why We Feel the Need to Explain Ourselves and Justify Our Choices,https://tinybuddha.com/blog/why-we-feel-the-need-to-explain-ourselves-and-justify-our-choices/,1866,,Johanna Schram,22,
40 Ways to Create Peace of Mind,https://tinybuddha.com/blog/40-ways-to-create-peace-of-mind/,1262,,Lori Deschene,132,
"We Can Make the World a Better Place, One Interaction at a Time",https://tinybuddha.com/blog/can-make-world-better-place-one-interaction-time/,938,,Jason Guiterrez,10,
Why I Keep My Heart Open Even Though I've Been Deceived,https://tinybuddha.com/blog/how-i-keep-my-heart-open-after-being-deceived/,1659,,Myrite Rotstein,17,
Drop Self-Improvement and Embrace Self-Compassion,https://tinybuddha.com/blog/drop-self-improvement-and-embrace-self-compassion/,1743,,Elena Sonnino,2,
Book Giveaway: Tiny Buddha's Gratitude Journal and The Self-Love Experiment,https://tinybuddha.com/blog/book-giveaway-tiny-buddhas-gratitude-journal-and-the-self-love-experiment/,536,,Lori Deschene,314,
We Can Choose Different Ways Without One of Us Being Wrong,https://tinybuddha.com/blog/we-can-choose-different-ways-without-one-of-us-being-wrong/,988,,Carl Phillips,7,
Overcoming a Negative Body Image: 4 Things to Remember,https://tinybuddha.com/blog/overcoming-negative-body-image-4-things-to-remember/,1795,,Petra Scott,7,
What It Means to Be Loyal to Yourself and Why We All Need to Do It,https://tinybuddha.com/blog/what-it-means-to-be-loyal-to-yourself-and-why-we-all-need-to-do-it/,1124,,Amaya Pryce,13,
How to Make Anxiety A Lot Less Painful,https://tinybuddha.com/blog/make-anxiety-less-painful/,1113,,Lauren Madden,5,
How Embracing My Sexuality Helped Cure My Need to People Please,https://tinybuddha.com/blog/embracing-sexuality-helped-cure-need-people-please/,1320,,Angela Lois,9,
How To Be Open-Minded When Others See the World Differently,https://tinybuddha.com/blog/keeping-open-mind-realizing-perceive-world-differently/,1535,,Melissa Pennel,9,
Why Learning to Let Go and Adapt Is a Shortcut to Happiness,https://tinybuddha.com/blog/why-learning-to-let-go-and-adapt-is-a-shortcut-to-happiness/,1495,,Jess Stuart,4,
"Honesty Is a Gift, So We Don't Have to Hide Our True Feelings",https://tinybuddha.com/blog/honesty-gift-dont-hide-feelings/,1242,,Jen Picicci,10,
Letting Go of Our Past Identities: When It's Time to Move On and Evolve,https://tinybuddha.com/blog/letting-go-of-our-past-identities-when-its-time-to-move-on-and-evolve/,1416,,Beth Clayton,10,
3 Ways to Decide Whose Opinion of You Matters,https://tinybuddha.com/blog/3-ways-to-decide-whose-opinion-of-you-matters/,919,,Joui Turandot,9,
How to Prevent Blame and Criticism from Destroying Your Relationship,https://tinybuddha.com/blog/prevent-blame-criticism-destroying-relationship/,1684,,Hannah Brooks,9,
What Kept Me Stuck on My Ex and How I'm Breaking the Addiction,https://tinybuddha.com/blog/what-kept-me-stuck-on-my-ex-and-how-i-broke-the-addiction/,1030,,Rachel Paz,48,
Why I Forgave My Father and How It Set Me Free,https://tinybuddha.com/blog/why-i-forgave-my-father-how-set-me-free/,1281,,Alyana Moalam,20,
License to Hurt: What We Really Need When We're in Pain,https://tinybuddha.com/blog/license-to-hurt-what-we-really-need-when-were-in-pain/,980,,Jan DeBlieu,13,
How Expectations Can Drive People Away and How to Let Go of Control,https://tinybuddha.com/blog/expectations-drive-people-away-how-to-let-go/,1720,,Marigny Goodyear,20,
Quit Trying to Be Perfect (You Already Are),https://tinybuddha.com/blog/quit-trying-to-be-perfect-you-already-are/,1694,,Matt Hattersley,11,
How We Can Break the Cycle of Pain,https://tinybuddha.com/blog/how-we-can-break-the-cycle-of-pain/,1619,,Joshua Kauffman,7,
How Feeling Shame Freed Me from Suffering,https://tinybuddha.com/blog/shame-freed-me-from-suffering/,1621,,Steve Diamond,9,
How to Keep Going When You Want To Give Up on Life,https://tinybuddha.com/blog/how-to-keep-going-when-you-want-to-give-up-on-life/,1344,,Carrie L. Burns,41,
7 Reasons to Abandon Your Comfort Zone and Why You'll Never Regret It,https://tinybuddha.com/blog/7-reasons-abandon-comfort-zone-why-you-wont-regret-it/,2514,,Elliott Pak,7,
"3 Empowering Ways to Reframe Anxiety: Work With It, Not Against It",https://tinybuddha.com/blog/3-empowering-archetypes-to-reframe-deep-seated-anxiety/,1378,,Melissa Renzi,12,
How I Healed My FOMO and Started Saying No,https://tinybuddha.com/blog/how-i-healed-my-fomo-and-started-saying-no/,1367,,Myrite Rotstein,2,
Why I'm No Longer Hiding Behind My Privilege and My Spirituality,https://tinybuddha.com/blog/why-im-no-longer-hiding-behind-my-privilege-and-spirituality/,991,,Shelsey Jarvis,27,
How to Identify Your Emotional Triggers and What to Do About Them,https://tinybuddha.com/blog/how-to-identify-your-emotional-triggers-what-to-do-about-them/,1521,,Kerry Campbell,24,
Measuring the Quality of Your Day with a To-Be List (Not Just a To-Do List),https://tinybuddha.com/blog/measuring-the-quality-of-your-day-with-a-to-be-list-not-just-a-to-do-list/,1412,,Nancy Daley,26,
Healing Low Self-Esteem: Failing Doesn't Make You a Failure,https://tinybuddha.com/blog/healing-low-self-esteem-failing-doesnt-make-you-a-failure/,1002,,Brianna Johnson,10,
Facing the Fear of Change: Big Risks Can Bring Big Rewards,https://tinybuddha.com/blog/facing-the-fear-of-change-big-risks-can-bring-big-rewards/,1421,,Lynn Reilly,17,
Why We Need to Stop Chasing Success and Start Enjoying the Little Things in Life,https://tinybuddha.com/blog/stop-chasing-success-start-enjoying-life/,1841,,Mercy Torres,30,
We Can't Run from Ourselves and 6 Other Lessons from Living Abroad,https://tinybuddha.com/blog/cant-run-from-ourselves-lessons-abroad/,2021,,Erica Carrico,32,
"Why I Drank, How It Destroyed Me, and How I'm Healing My Self-Hatred",https://tinybuddha.com/blog/why-i-drank-how-it-destroyed-me-and-how-im-healing-my-self-hatred/,2463,,Adriana Kupresak,25,
Our Words Have Power (So Speak Kindly To and About Yourself),https://tinybuddha.com/blog/our-words-have-power-so-speak-kindly-to-and-about-yourself/,1376,,Sara Fabian,20,
How to Dissolve Social Anxiety by Doing Nothing,https://tinybuddha.com/blog/how-to-dissolve-social-anxiety-by-doing-nothing/,1070,,Barbara Milavec,16,
How Our Egos Create Drama in Our Relationships (And How to Avoid It),https://tinybuddha.com/blog/egos-create-drama-relationships-how-to-avoid-it/,2243,,Jacqueline Vanderpuye,24,
Life Is Short—Don't Wait to Do What You've Always Dreamed of Doing,https://tinybuddha.com/blog/life-short-dont-wait-youve-always-dreamed/,1507,,Melissa Haynes,23,
How Our Smartphones Are Disconnecting Us and What to Do About It,https://tinybuddha.com/blog/smartphones-disconnecting-us-what-to-do-about-it/,974,,Joseph Pennington,3,
Why Letting Go of Your Tight Grip Actually Gives You More Control,https://tinybuddha.com/blog/why-letting-go-of-your-tight-grip-actually-gives-you-more-control/,1189,,Keri Olson,19,
How I Turned Fear and Anxiety into Joy and Fulfillment,https://tinybuddha.com/blog/how-i-turned-fear-and-anxiety-into-joy-and-fulfillment/,2239,,Maggie Minor,15,
How a 10-Day Silent Retreat Helped Heal My Grieving Heart,https://tinybuddha.com/blog/10-day-silent-retreat-heal-grieving-heart/,1746,,Kerstin Pilz,8,
How I Prioritize and Take Care of Myself Without Feeling Selfish,https://tinybuddha.com/blog/prioritize-take-care-without-feeling-selfish/,2015,,Sara Fabian,23,
